Shipment ID,Sales Person,Product,Country,Date,Amount,Boxes,Order Status
S0002-36231,SP23,P14,G1,29-Nov-24,873,55,Delivered
S0002-36236,SP23,P01,G4,29-Nov-24,7314.75,610,Delivered
S0002-36238,SP23,P06,G3,29-Nov-24,5181.75,200,Delivered
S0002-36240,SP23,P22,G5,29-Nov-24,5253.75,292,Delivered
S0002-36244,SP23,P19,G6,29-Nov-24,3042,122,Delivered
S0002-36246,SP23,P22,G4,29-Nov-24,3494.25,206,Delivered
S0002-36251,SP23,P08,G5,29-Nov-24,20756.25,1483,Delivered
S0002-36255,SP23,P01,G4,29-Nov-24,625.5,53,Delivered
S0002-36257,SP23,P15,G2,29-Nov-24,3168,187,Delivered
S0002-36260,SP23,P09,G2,29-Nov-24,258.75,15,Delivered
S0002-36264,SP23,P18,G4,29-Nov-24,4695.75,188,Delivered
S0002-36269,SP23,P18,G6,29-Nov-24,5224.5,201,Delivered
S0002-36274,SP23,P18,G6,29-Nov-24,7314.75,271,Delivered
S0002-36277,SP24,P14,G6,29-Nov-24,1235.25,89,Delivered
S0002-36279,SP24,P08,G6,29-Nov-24,9909,901,Delivered
S0002-36283,SP25,P04,G3,29-Nov-24,11760.75,1961,Delivered
S0002-36284,SP25,P03,G5,29-Nov-24,7789.5,410,Delivered
S0002-36285,SP25,P18,G2,29-Nov-24,10248.75,428,Delivered
S0002-36287,SP25,P04,G4,29-Nov-24,2686.5,336,Delivered
S0002-36292,SP25,P05,G4,29-Nov-24,4520.25,283,Delivered
S0002-36293,SP25,P14,G1,29-Nov-24,3485.25,218,Delivered
S0002-36296,SP25,P21,G2,29-Nov-24,3217.5,202,Delivered
S0002-36301,SP25,P18,G2,29-Nov-24,11333.25,420,Delivered
S0002-36303,SP25,P08,G1,29-Nov-24,2787.75,215,Delivered
S0002-36306,SP25,P02,G3,29-Nov-24,2605.5,138,Delivered
S0002-36311,SP25,P17,G4,29-Nov-24,8199,911,Delivered
S0002-36314,SP01,P13,G3,2-Dec-24,10140.75,781,Delivered
S0002-36317,SP01,P01,G1,2-Dec-24,2922.75,366,Delivered
S0002-36320,SP03,P13,G5,2-Dec-24,5451.75,455,Delivered
S0002-36323,SP04,P05,G5,2-Dec-24,9587.25,533,Cancelled
S0002-36327,SP04,P08,G4,2-Dec-24,3046.5,508,Delivered
S0002-36331,SP04,P16,G2,2-Dec-24,12748.5,580,Delivered
S0002-36335,SP06,P07,G1,2-Dec-24,2364.75,125,Delivered
S0002-36340,SP06,P04,G5,2-Dec-24,10593,815,Delivered
S0002-36343,SP06,P18,G5,2-Dec-24,9904.5,367,Delivered
S0002-36348,SP06,P02,G5,2-Dec-24,7868.25,358,Delivered
S0002-36352,SP06,P09,G1,2-Dec-24,5726.25,955,Delivered
S0002-36357,SP06,P03,G4,2-Dec-24,1500.75,108,Delivered
S0002-36359,SP07,P02,G6,2-Dec-24,4943.25,236,Delivered
S0002-36360,SP07,P09,G4,2-Dec-24,3582,398,Delivered
S0002-36363,SP07,P07,G4,2-Dec-24,6864.75,382,Delivered
S0002-36366,SP07,P07,G1,2-Dec-24,7443,355,Delivered
S0002-36369,SP07,P05,G2,2-Dec-24,5008.5,279,Delivered
S0002-36372,SP07,P05,G4,2-Dec-24,12818.25,802,Delivered
S0002-36377,SP08,P17,G4,2-Dec-24,11709,488,Delivered
S0002-36382,SP08,P06,G1,2-Dec-24,16168.5,1155,Delivered
S0002-36383,SP09,P04,G4,2-Dec-24,5625,433,Delivered
S0002-36388,SP09,P16,G1,2-Dec-24,5769,275,Delivered
S0002-36392,SP09,P14,G1,2-Dec-24,8680.5,378,Delivered
S0002-36393,SP09,P22,G5,2-Dec-24,3915,164,Delivered
S0002-36395,SP09,P12,G2,2-Dec-24,3827.25,154,Cancelled
S0002-36398,SP09,P17,G6,2-Dec-24,6970.5,269,Cancelled
S0002-36402,SP10,P19,G2,2-Dec-24,1737,67,Delivered
S0002-36406,SP10,P15,G2,2-Dec-24,15018.75,939,Delivered
S0002-36409,SP11,P18,G2,2-Dec-24,3370.5,125,Delivered
S0002-36410,SP11,P09,G3,2-Dec-24,7353,1226,Delivered
S0002-36414,SP11,P19,G2,2-Dec-24,10071,438,Delivered
S0002-36416,SP11,P17,G1,2-Dec-24,3768.75,158,Delivered
S0002-36417,SP11,P01,G4,2-Dec-24,1221.75,136,Delivered
S0002-36421,SP12,P15,G4,2-Dec-24,2661.75,157,Delivered
S0002-36422,SP13,P17,G4,2-Dec-24,5557.5,206,Delivered
S0002-36424,SP13,P19,G2,2-Dec-24,10415.25,434,Delivered
S0002-36429,SP14,P10,G1,2-Dec-24,4673.25,425,Delivered
S0002-36430,SP14,P03,G1,2-Dec-24,1233,89,Delivered
S0002-36435,SP14,P05,G1,2-Dec-24,6261.75,392,Delivered
S0002-36437,SP14,P05,G4,2-Dec-24,5006.25,279,Delivered
S0002-36440,SP14,P05,G2,2-Dec-24,3460.5,217,Delivered
S0002-36444,SP14,P12,G5,2-Dec-24,6358.5,228,Delivered
S0002-36447,SP15,P08,G1,2-Dec-24,1419.75,178,Delivered
S0002-36450,SP15,P13,G5,2-Dec-24,1541.25,129,Delivered
S0002-36453,SP16,P01,G6,2-Dec-24,2704.5,301,Delivered
S0002-36454,SP17,P22,G3,2-Dec-24,8304.75,320,Delivered
S0002-36459,SP17,P17,G4,2-Dec-24,1707.75,69,Delivered
S0002-36462,SP18,P14,G1,2-Dec-24,2439,94,Delivered
S0002-36467,SP18,P03,G4,2-Dec-24,2616.75,164,Delivered
S0002-36468,SP19,P04,G1,2-Dec-24,3197.25,291,Delivered
S0002-36470,SP19,P08,G1,2-Dec-24,12951,1851,Delivered
S0002-36475,SP19,P11,G1,2-Dec-24,3021.75,252,Delivered
S0002-36479,SP19,P03,G5,2-Dec-24,9065.25,605,Delivered
S0002-36481,SP20,P15,G5,2-Dec-24,270,18,Delivered
S0002-36484,SP20,P17,G6,2-Dec-24,10098,404,Delivered
S0002-36485,SP20,P01,G5,2-Dec-24,1487.25,186,Delivered
S0002-36486,SP20,P09,G5,2-Dec-24,4254.75,532,Delivered
S0002-36488,SP21,P01,G3,2-Dec-24,522,66,Delivered
S0002-36492,SP21,P09,G5,2-Dec-24,8950.5,995,Delivered
S0002-36493,SP22,P13,G5,2-Dec-24,5809.5,447,Delivered
S0002-36495,SP22,P18,G2,2-Dec-24,4738.5,170,Delivered
S0002-36497,SP22,P21,G4,2-Dec-24,1408.5,129,Delivered
S0002-36499,SP22,P22,G2,2-Dec-24,5746.5,222,Delivered
S0002-36501,SP22,P22,G5,2-Dec-24,342,15,Delivered
S0002-36505,SP22,P20,G5,2-Dec-24,6104.25,340,Delivered
S0002-36508,SP22,P06,G3,2-Dec-24,7137,447,Delivered
S0002-36513,SP22,P10,G1,2-Dec-24,5208.75,474,Delivered
S0002-36517,SP22,P04,G5,2-Dec-24,1541.25,141,Delivered
S0002-36521,SP23,P09,G1,2-Dec-24,2565,285,Delivered
S0002-36523,SP23,P15,G6,2-Dec-24,5280.75,294,Delivered
S0002-36527,SP23,P22,G4,2-Dec-24,6666.75,290,Delivered
S0002-36532,SP24,P15,G6,2-Dec-24,6815.25,379,Delivered
S0002-36533,SP25,P14,G6,2-Dec-24,2317.5,97,Delivered
S0002-36535,SP25,P19,G1,2-Dec-24,3366,141,Delivered
S0002-36539,SP25,P08,G1,2-Dec-24,1037.25,130,Delivered
S0002-36544,SP25,P18,G5,2-Dec-24,12429,498,Delivered
S0002-36548,SP01,P08,G1,2-Dec-24,5010.75,418,Delivered
S0002-36553,SP01,P11,G1,2-Dec-24,1617.75,148,Cancelled
S0002-36555,SP01,P08,G2,2-Dec-24,2787.75,215,Delivered
S0002-36557,SP03,P21,G6,2-Dec-24,1883.25,126,Delivered
S0002-36559,SP03,P06,G1,2-Dec-24,3343.5,120,Delivered
S0002-36561,SP03,P15,G6,2-Dec-24,7362,434,Delivered
S0002-36562,SP04,P15,G2,2-Dec-24,753.75,42,Delivered
S0002-36565,SP04,P16,G5,2-Dec-24,6405.75,1068,Delivered
S0002-36570,SP04,P18,G2,2-Dec-24,9663.75,387,Delivered
S0002-36571,SP04,P17,G4,2-Dec-24,15234.75,1905,Cancelled
S0002-36574,SP04,P13,G5,2-Dec-24,8610.75,957,Delivered
S0002-36579,SP04,P21,G6,2-Dec-24,5944.5,458,Delivered
S0002-36581,SP05,P19,G3,2-Dec-24,3748.5,157,Delivered
S0002-36585,SP06,P02,G2,2-Dec-24,9263.25,545,Delivered
S0002-36589,SP06,P19,G1,2-Dec-24,240.75,10,Delivered
S0002-36592,SP07,P11,G3,2-Dec-24,639,64,Delivered
S0002-36596,SP07,P17,G5,2-Dec-24,7607.25,1087,Delivered
S0002-36599,SP08,P11,G6,2-Dec-24,1525.5,118,Delivered
S0002-36602,SP08,P17,G1,2-Dec-24,2198.25,275,Cancelled
S0002-36607,SP08,P04,G3,2-Dec-24,3649.5,522,Delivered
S0002-36610,SP08,P02,G5,2-Dec-24,657,39,Delivered
S0002-36612,SP08,P08,G2,2-Dec-24,10932.75,781,Delivered
S0002-36616,SP09,P19,G4,2-Dec-24,7897.5,304,Delivered
S0002-36619,SP10,P04,G4,2-Dec-24,2871,479,Delivered
S0002-36624,SP10,P07,G1,2-Dec-24,2945.25,197,Delivered
S0002-36627,SP10,P08,G3,2-Dec-24,1192.5,109,Delivered
S0002-36630,SP10,P02,G4,2-Dec-24,12417.75,621,Delivered
S0002-36631,SP11,P02,G2,2-Dec-24,3712.5,219,Delivered
S0002-36634,SP11,P18,G4,2-Dec-24,9020.25,376,Delivered
S0002-36637,SP11,P22,G4,2-Dec-24,3591,189,Delivered
S0002-36640,SP12,P19,G6,2-Dec-24,150.75,6,Delivered
S0002-36641,SP12,P15,G4,2-Dec-24,965.25,54,Delivered
S0002-36642,SP12,P18,G3,2-Dec-24,6509.25,261,Delivered
S0002-36643,SP12,P12,G2,2-Dec-24,535.5,25,Delivered
S0002-36648,SP12,P13,G4,2-Dec-24,4385.25,488,Cancelled
S0002-36649,SP13,P11,G5,2-Dec-24,585,45,Delivered
S0002-36652,SP14,P08,G5,2-Dec-24,1408.5,109,Cancelled
S0002-36656,SP14,P16,G5,2-Dec-24,688.5,115,Cancelled
S0002-36658,SP14,P14,G1,2-Dec-24,17327.25,1083,Delivered
S0002-36659,SP14,P20,G1,2-Dec-24,2382.75,239,Delivered
S0002-36663,SP14,P18,G4,2-Dec-24,7908.75,317,Delivered
S0002-36666,SP15,P08,G2,2-Dec-24,303.75,24,Delivered
S0002-36670,SP15,P11,G5,2-Dec-24,5566.5,507,Delivered
S0002-36675,SP15,P17,G2,2-Dec-24,531,59,Cancelled
S0002-36680,SP15,P21,G1,2-Dec-24,229.5,17,Delivered
S0002-36684,SP15,P08,G3,2-Dec-24,4617,385,Delivered
S0002-36688,SP15,P13,G5,2-Dec-24,6230.25,693,Delivered
S0002-36690,SP15,P11,G4,2-Dec-24,9517.5,866,Cancelled
S0002-36694,SP16,P22,G2,2-Dec-24,5739.75,287,Delivered
S0002-36695,SP16,P08,G1,2-Dec-24,3654,305,Delivered
S0002-36699,SP17,P21,G6,2-Dec-24,909,65,Delivered
S0002-36700,SP17,P12,G1,2-Dec-24,2677.5,128,Delivered
S0002-36705,SP17,P15,G6,2-Dec-24,2832.75,189,Delivered
S0002-36709,SP17,P15,G1,2-Dec-24,960.75,57,Delivered
S0002-36710,SP17,P05,G6,2-Dec-24,5474.25,343,Delivered
S0002-36714,SP17,P13,G5,2-Dec-24,1602,267,Delivered
S0002-36717,SP18,P15,G2,2-Dec-24,5485.5,343,Delivered
S0002-36722,SP19,P06,G1,2-Dec-24,5265,211,Delivered
S0002-36727,SP19,P07,G2,2-Dec-24,11090.25,854,Delivered
S0002-36731,SP19,P07,G3,2-Dec-24,4054.5,271,Delivered
S0002-36735,SP20,P06,G6,2-Dec-24,8889.75,330,Delivered
S0002-36740,SP20,P09,G4,2-Dec-24,2486.25,147,Delivered
S0002-36742,SP20,P15,G6,2-Dec-24,1210.5,72,Delivered
S0002-36744,SP21,P19,G6,2-Dec-24,4200.75,162,Delivered
S0002-36748,SP21,P02,G5,2-Dec-24,16017.75,801,Delivered
S0002-36750,SP22,P15,G6,2-Dec-24,8975.25,561,Delivered
S0002-36755,SP22,P20,G1,2-Dec-24,6041.25,504,Delivered
S0002-36760,SP22,P19,G1,2-Dec-24,978.75,43,Delivered
S0002-36764,SP23,P14,G2,2-Dec-24,8077.5,577,Delivered
S0002-36768,SP24,P13,G1,2-Dec-24,2020.5,225,Cancelled
S0002-36769,SP24,P18,G6,2-Dec-24,7211.25,278,Delivered
S0002-36773,SP24,P14,G2,2-Dec-24,6761.25,451,Delivered
S0002-36777,SP24,P15,G2,2-Dec-24,9465.75,632,Delivered
S0002-36781,SP25,P18,G4,2-Dec-24,5143.5,191,Delivered
S0002-36782,SP01,P16,G4,3-Dec-24,11427.75,520,Delivered
S0002-36787,SP02,P05,G1,3-Dec-24,5886,310,Delivered
S0002-36791,SP04,P06,G2,3-Dec-24,5400,360,Delivered
S0002-36794,SP04,P09,G6,3-Dec-24,706.5,89,Delivered
S0002-36799,SP04,P15,G2,3-Dec-24,3235.5,191,Delivered
S0002-36803,SP04,P12,G4,3-Dec-24,7519.5,290,Delivered
S0002-36807,SP05,P19,G4,3-Dec-24,3829.5,154,Delivered
S0002-36811,SP05,P16,G1,3-Dec-24,3298.5,165,Delivered
S0002-36813,SP05,P15,G2,3-Dec-24,2524.5,141,Delivered
S0002-36815,SP06,P17,G1,3-Dec-24,14377.5,533,Delivered
S0002-36820,SP06,P16,G2,3-Dec-24,5037.75,229,Delivered
S0002-36821,SP06,P02,G1,3-Dec-24,4502.25,215,Delivered
S0002-36826,SP07,P07,G4,3-Dec-24,8176.5,409,Delivered
S0002-36831,SP07,P08,G5,3-Dec-24,10541.25,1757,Delivered
S0002-36833,SP07,P04,G1,3-Dec-24,3507.75,293,Delivered
S0002-36835,SP07,P05,G5,3-Dec-24,2938.5,184,Delivered
S0002-36838,SP07,P03,G1,3-Dec-24,4493.25,321,Delivered
S0002-36841,SP07,P12,G5,3-Dec-24,10084.5,388,Delivered
S0002-36843,SP07,P11,G5,3-Dec-24,4104,274,Delivered
S0002-36845,SP08,P17,G3,3-Dec-24,6342.75,254,Delivered
S0002-36846,SP08,P22,G4,3-Dec-24,6855.75,299,Delivered
S0002-36848,SP09,P17,G3,3-Dec-24,11128.5,429,Delivered
S0002-36852,SP09,P02,G2,3-Dec-24,3786.75,173,Delivered
S0002-36855,SP09,P07,G2,3-Dec-24,9870.75,549,Delivered
S0002-36857,SP09,P16,G5,3-Dec-24,5458.5,288,Delivered
S0002-36859,SP09,P21,G5,3-Dec-24,72,6,Delivered
S0002-36863,SP09,P01,G2,3-Dec-24,4632.75,580,Delivered
S0002-36864,SP09,P19,G2,3-Dec-24,7366.5,321,Delivered
S0002-36869,SP09,P16,G3,3-Dec-24,1226.25,56,Delivered
S0002-36873,SP09,P22,G1,3-Dec-24,5256,203,Delivered
S0002-36877,SP10,P19,G4,3-Dec-24,7791.75,325,Delivered
S0002-36878,SP11,P21,G1,3-Dec-24,3172.5,265,Cancelled
S0002-36883,SP11,P18,G5,3-Dec-24,5134.5,206,Delivered
S0002-36887,SP11,P15,G5,3-Dec-24,4072.5,227,Delivered
S0002-36888,SP11,P16,G3,3-Dec-24,7578,361,Delivered
S0002-36891,SP11,P07,G4,3-Dec-24,14784.75,705,Delivered
S0002-36896,SP11,P04,G4,3-Dec-24,5969.25,543,Delivered
S0002-36899,SP11,P03,G4,3-Dec-24,1496.25,89,Delivered
S0002-36901,SP11,P17,G4,3-Dec-24,8259.75,331,Delivered
S0002-36906,SP12,P09,G5,3-Dec-24,1530,255,Delivered
S0002-36910,SP13,P21,G4,3-Dec-24,1748.25,135,Delivered
S0002-36911,SP14,P14,G5,3-Dec-24,8790.75,352,Delivered
S0002-36912,SP14,P20,G5,3-Dec-24,2175.75,109,Delivered
S0002-36916,SP14,P01,G5,3-Dec-24,11562.75,1157,Delivered
S0002-36919,SP14,P06,G1,3-Dec-24,1273.5,91,Delivered
S0002-36924,SP15,P17,G1,3-Dec-24,16859.25,649,Delivered
S0002-36926,SP15,P14,G4,3-Dec-24,1921.5,81,Delivered
S0002-36928,SP15,P08,G1,3-Dec-24,5296.5,757,Delivered
S0002-36931,SP15,P13,G2,3-Dec-24,6102,509,Delivered
S0002-36935,SP15,P22,G5,3-Dec-24,3141,137,Delivered
S0002-36937,SP15,P08,G4,3-Dec-24,2927.25,419,Delivered
S0002-36940,SP15,P18,G2,3-Dec-24,7290,261,Delivered
S0002-36941,SP15,P21,G1,3-Dec-24,695.25,54,Delivered
S0002-36944,SP15,P05,G4,3-Dec-24,9938.25,553,Delivered
S0002-36947,SP16,P01,G2,3-Dec-24,1710,190,Delivered
S0002-36951,SP16,P16,G5,3-Dec-24,8068.5,404,Delivered
S0002-36953,SP16,P17,G4,3-Dec-24,4731.75,190,Delivered
S0002-36957,SP16,P01,G3,3-Dec-24,5501.25,688,Delivered
S0002-36959,SP16,P10,G4,3-Dec-24,3336.75,257,Delivered
S0002-36964,SP16,P13,G1,3-Dec-24,5584.5,430,Delivered
S0002-36968,SP16,P03,G2,3-Dec-24,51.75,4,Delivered
S0002-36970,SP16,P17,G4,3-Dec-24,7431.75,298,Delivered
S0002-36973,SP17,P18,G4,3-Dec-24,8626.5,346,Cancelled
S0002-36976,SP17,P06,G1,3-Dec-24,15882.75,1222,Delivered
S0002-36980,SP17,P22,G2,3-Dec-24,5206.5,227,Delivered
S0002-36983,SP17,P16,G4,3-Dec-24,5469.75,249,Delivered
S0002-36986,SP18,P16,G4,3-Dec-24,11578.5,527,Delivered
S0002-36990,SP18,P08,G4,3-Dec-24,2088,299,Delivered
S0002-36991,SP19,P19,G6,3-Dec-24,1775.25,69,Delivered
S0002-36992,SP20,P13,G1,3-Dec-24,6237,520,Delivered
S0002-36994,SP20,P20,G1,3-Dec-24,4088.25,228,Delivered
S0002-36999,SP20,P07,G6,3-Dec-24,8320.5,397,Cancelled
S0002-37002,SP22,P05,G2,3-Dec-24,9092.25,506,Delivered
S0002-37003,SP22,P20,G1,3-Dec-24,7998.75,381,Delivered
S0002-37005,SP22,P03,G1,3-Dec-24,2484,178,Delivered
S0002-37008,SP22,P13,G5,3-Dec-24,162,14,Delivered
S0002-37013,SP22,P12,G4,3-Dec-24,7143.75,265,Delivered
S0002-37016,SP22,P12,G6,3-Dec-24,8257.5,318,Delivered
S0002-37017,SP22,P19,G3,3-Dec-24,10440,454,Delivered
S0002-37021,SP23,P12,G1,3-Dec-24,4268.25,153,Delivered
S0002-37025,SP23,P20,G1,3-Dec-24,5202,261,Delivered
S0002-37030,SP23,P07,G4,3-Dec-24,9096.75,434,Delivered
S0002-37031,SP23,P12,G2,3-Dec-24,10669.5,411,Delivered
S0002-37032,SP23,P16,G1,3-Dec-24,10894.5,545,Delivered
S0002-37035,SP24,P14,G4,3-Dec-24,3964.5,166,Delivered
S0002-37039,SP24,P08,G1,3-Dec-24,6243.75,1249,Delivered
S0002-37042,SP24,P04,G1,3-Dec-24,9238.5,711,Delivered
S0002-37047,SP24,P02,G2,3-Dec-24,1347.75,57,Delivered
S0002-37052,SP25,P03,G1,3-Dec-24,753.75,48,Delivered
S0002-37056,SP25,P03,G4,3-Dec-24,4473,320,Delivered
S0002-37059,SP25,P08,G3,3-Dec-24,564.75,95,Delivered
S0002-37062,SP25,P02,G4,3-Dec-24,5116.5,214,Delivered
S0002-37064,SP25,P16,G1,3-Dec-24,11589.75,527,Delivered
S0002-37066,SP25,P12,G5,3-Dec-24,2619,94,Delivered
S0002-37068,SP25,P22,G1,3-Dec-24,2560.5,99,Delivered
S0002-37073,SP25,P08,G2,3-Dec-24,3055.5,612,Delivered
S0002-37077,SP01,P14,G4,3-Dec-24,7560,445,Delivered
S0002-37078,SP01,P01,G6,3-Dec-24,1977.75,220,Delivered
S0002-37082,SP01,P15,G1,3-Dec-24,243,17,Delivered
S0002-37087,SP01,P11,G5,3-Dec-24,882,74,Delivered
S0002-37091,SP01,P15,G2,3-Dec-24,1275.75,80,Delivered
S0002-37094,SP01,P11,G2,3-Dec-24,7985.25,799,Delivered
S0002-37095,SP01,P07,G1,3-Dec-24,4842,373,Delivered
S0002-37096,SP02,P04,G5,3-Dec-24,6513.75,1086,Delivered
S0002-37100,SP02,P08,G5,3-Dec-24,7245,659,Delivered
S0002-37103,SP03,P18,G6,3-Dec-24,6774.75,251,Delivered
S0002-37107,SP03,P06,G4,3-Dec-24,3102.75,125,Cancelled
S0002-37112,SP03,P04,G3,3-Dec-24,10026,1114,Delivered
S0002-37113,SP03,P08,G4,3-Dec-24,6036.75,549,Delivered
S0002-37115,SP04,P14,G3,3-Dec-24,1185.75,85,Delivered
S0002-37120,SP04,P05,G1,3-Dec-24,5899.5,348,Delivered
S0002-37121,SP05,P15,G3,3-Dec-24,513,35,Delivered
S0002-37122,SP05,P19,G5,3-Dec-24,551.25,24,Delivered
S0002-37124,SP05,P11,G1,3-Dec-24,4353.75,396,Delivered
S0002-37125,SP05,P10,G2,3-Dec-24,8689.5,458,Delivered
S0002-37127,SP06,P22,G2,3-Dec-24,4407.75,260,Delivered
S0002-37130,SP06,P14,G5,3-Dec-24,9288,620,Delivered
S0002-37135,SP06,P04,G1,3-Dec-24,9396,1044,Cancelled
S0002-37139,SP06,P21,G3,3-Dec-24,2814.75,202,Delivered
S0002-37142,SP07,P08,G2,3-Dec-24,7953.75,569,Delivered
S0002-37146,SP08,P02,G1,3-Dec-24,3008.25,168,Delivered
S0002-37148,SP08,P07,G5,3-Dec-24,11979,922,Delivered
S0002-37151,SP08,P19,G5,3-Dec-24,2484,100,Delivered
S0002-37156,SP08,P05,G3,3-Dec-24,4191.75,280,Delivered
S0002-37158,SP08,P08,G4,3-Dec-24,17570.25,1352,Delivered
S0002-37161,SP09,P09,G3,3-Dec-24,8077.5,505,Delivered
S0002-37164,SP10,P11,G4,3-Dec-24,758.25,59,Delivered
S0002-37168,SP10,P03,G5,3-Dec-24,5994,375,Delivered
S0002-37171,SP10,P22,G2,3-Dec-24,4891.5,272,Delivered
S0002-37174,SP10,P17,G2,3-Dec-24,4144.5,593,Cancelled
S0002-37175,SP10,P13,G3,3-Dec-24,5991.75,999,Delivered
S0002-37177,SP10,P07,G5,3-Dec-24,8496,607,Delivered
S0002-37179,SP10,P20,G5,3-Dec-24,1584,144,Delivered
S0002-37183,SP10,P09,G6,3-Dec-24,1599.75,100,Delivered
S0002-37184,SP10,P18,G6,3-Dec-24,3021.75,121,Cancelled
S0002-37189,SP10,P04,G5,3-Dec-24,9675,1075,Delivered
S0002-37190,SP10,P13,G5,3-Dec-24,10415.25,1158,Delivered
S0002-37194,SP11,P15,G1,3-Dec-24,4000.5,251,Delivered
S0002-37199,SP11,P21,G6,3-Dec-24,11740.5,783,Cancelled
S0002-37203,SP11,P08,G1,3-Dec-24,330.75,31,Delivered
S0002-37205,SP11,P18,G2,3-Dec-24,7260.75,291,Delivered
S0002-37210,SP12,P04,G2,3-Dec-24,3798,543,Cancelled
S0002-37215,SP12,P01,G1,3-Dec-24,499.5,42,Delivered
S0002-37217,SP12,P21,G1,3-Dec-24,9022.5,695,Delivered
S0002-37218,SP12,P01,G3,3-Dec-24,238.5,20,Delivered
S0002-37219,SP12,P03,G6,3-Dec-24,1590.75,100,Delivered
S0002-37220,SP12,P06,G6,3-Dec-24,315,12,Delivered
S0002-37224,SP13,P02,G4,3-Dec-24,14593.5,769,Delivered
S0002-37229,SP13,P19,G3,3-Dec-24,974.25,43,Delivered
S0002-37233,SP14,P19,G1,3-Dec-24,3170.25,122,Delivered
S0002-37236,SP14,P03,G4,3-Dec-24,3055.5,161,Delivered
S0002-37239,SP14,P16,G3,3-Dec-24,5798.25,1160,Delivered
S0002-37242,SP14,P19,G5,3-Dec-24,1896.75,80,Delivered
S0002-37243,SP14,P18,G4,3-Dec-24,3138.75,121,Delivered
S0002-37245,SP14,P06,G2,3-Dec-24,3109.5,125,Delivered
S0002-37250,SP14,P03,G1,3-Dec-24,5238,291,Delivered
S0002-37255,SP14,P08,G1,3-Dec-24,13176,1098,Delivered
S0002-37259,SP14,P08,G6,3-Dec-24,13326.75,1212,Delivered
S0002-37263,SP15,P15,G5,3-Dec-24,11124,655,Cancelled
S0002-37265,SP15,P03,G3,3-Dec-24,1167.75,73,Delivered
S0002-37270,SP15,P14,G1,3-Dec-24,9135,571,Delivered
S0002-37271,SP15,P17,G6,3-Dec-24,3777.75,473,Delivered
S0002-37274,SP15,P11,G5,3-Dec-24,3822.75,295,Delivered
S0002-37279,SP15,P20,G1,3-Dec-24,3156.75,316,Delivered
S0002-37281,SP15,P18,G5,3-Dec-24,2648.25,102,Delivered
S0002-37284,SP16,P21,G3,3-Dec-24,4812.75,371,Delivered
S0002-37285,SP16,P10,G2,3-Dec-24,5085,300,Delivered
S0002-37290,SP16,P03,G5,3-Dec-24,3579.75,211,Delivered
S0002-37295,SP16,P02,G1,3-Dec-24,2918.25,163,Delivered
S0002-37297,SP17,P02,G1,3-Dec-24,8399.25,443,Delivered
S0002-37302,SP17,P22,G3,3-Dec-24,8293.5,488,Delivered
S0002-37303,SP17,P15,G4,3-Dec-24,4308.75,254,Delivered
S0002-37307,SP17,P05,G6,3-Dec-24,9301.5,665,Delivered
S0002-37308,SP17,P13,G2,3-Dec-24,5676.75,947,Delivered
S0002-37310,SP18,P08,G1,3-Dec-24,1950.75,151,Delivered
S0002-37315,SP18,P20,G4,3-Dec-24,5613.75,511,Delivered
S0002-37319,SP19,P21,G6,3-Dec-24,3717,286,Delivered
S0002-37321,SP19,P04,G6,3-Dec-24,8516.25,947,Delivered
S0002-37325,SP19,P01,G5,3-Dec-24,10347.75,1035,Delivered
S0002-37329,SP19,P10,G4,3-Dec-24,6806.25,401,Cancelled
S0002-37334,SP19,P20,G2,3-Dec-24,9468,861,Delivered
S0002-37335,SP20,P21,G1,3-Dec-24,3971.25,249,Cancelled
S0002-37339,SP20,P20,G5,3-Dec-24,312.75,25,Delivered
S0002-37343,SP20,P06,G6,3-Dec-24,14699.25,525,Delivered
S0002-37346,SP20,P07,G6,3-Dec-24,1671.75,105,Delivered
S0002-37348,SP20,P19,G4,3-Dec-24,7868.25,328,Delivered
S0002-37351,SP20,P05,G4,3-Dec-24,6367.5,455,Delivered
S0002-37355,SP20,P07,G1,3-Dec-24,11376,813,Delivered
S0002-37360,SP21,P01,G4,3-Dec-24,9596.25,1067,Delivered
S0002-37364,SP22,P05,G6,3-Dec-24,9823.5,578,Delivered
S0002-37365,SP22,P14,G1,3-Dec-24,1199.25,75,Delivered
S0002-37366,SP22,P11,G2,3-Dec-24,9652.5,966,Delivered
S0002-37368,SP23,P07,G5,3-Dec-24,2169,167,Delivered
S0002-37373,SP23,P08,G5,3-Dec-24,3129.75,241,Delivered
S0002-37375,SP23,P20,G4,3-Dec-24,8003.25,728,Delivered
S0002-37377,SP23,P17,G5,3-Dec-24,11619,1660,Delivered
S0002-37382,SP24,P08,G1,3-Dec-24,4848.75,405,Cancelled
S0002-37385,SP24,P19,G5,3-Dec-24,2259,95,Delivered
S0002-37386,SP24,P03,G2,3-Dec-24,321.75,18,Delivered
S0002-37387,SP25,P21,G5,3-Dec-24,5764.5,444,Delivered
S0002-37391,SP25,P20,G1,3-Dec-24,1235.25,124,Delivered
S0002-37392,SP25,P06,G2,3-Dec-24,6873.75,275,Delivered
S0002-37396,SP25,P10,G6,3-Dec-24,3845.25,241,Delivered
S0002-37397,SP25,P08,G3,3-Dec-24,17246.25,1438,Delivered
S0002-37398,SP25,P14,G3,3-Dec-24,155.25,10,Delivered
